Zona;Provincia;Canton;Distrito;Circuito;Fecha Infracción;Hora Infracción;tipo_muert_matriz;Edad;Sexo;Estado Civil;Nacionalidad
ZONA 4;MANABI;MANTA;MANTA;LA PRADERA;08/12/2014;22:30;Asesinatos;18;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;ARENILLAS;HUAQUILLAS;LA LIBERTAD;10/11/2014;8:30;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR
ZONA 6;CANAR;LA_TRONCAL;LA TRONCAL;TRONCAL OESTE;05/04/2014;0:00;Homicidios;;FEMENINO;NO DETERMINADO;NO DETERMINADO
ZONA 4;MANABI;BOLIVAR;BOLIVAR JUNIN;CALCETA SUR;31/05/2014;8:00;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;MAGDALENA;29/07/2014;19:40;Homicidios;27;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;MANUELA SAENZ;SAN JUAN;29/09/2014;3:29;Homicidios;;MASCULINO;NO DETERMINADO;ECUADOR
ZONA 2;PICHINCHA;PEDRO_VICENTE_MALDONADO;NOROCCIDENTE;MALDONADO;17/10/2014;22:00;Asesinatos;36;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;SAN_VICENTE;SUCRE;SAN VICENTE;10/12/2014;3:30;Asesinatos;42;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;HUAQUILLAS;HUAQUILLAS;HUALTACO;03/11/2014;22:00;Asesinatos;19;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;MANTA;MANTA;SAN JUAN;24/10/2014;20:00;Homicidios;;FEMENINO;SOLTERO;ECUADOR
ZONA 4;MANABI;EL_CARMEN;EL CARMEN;EL CARMEN;20/10/2014;9:00;Homicidios;35;MASCULINO;CASADO;ECUADOR
ZONA 7;EL_ORO;MACHALA;MACHALA;MACHALA OCCIDENTAL;11/12/2014;1:00;Asesinatos;48;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;NUEVA PROSPERINA;11/12/2014;12:20;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;FLORIDA;MARTHA DE ROLDOS;13/12/2014;4:00;Homicidios;25;FEMENINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;EL_GUABO;PASAJE;BARBONES;12/12/2014;22:00;Asesinatos;25;MASCULINO;SOLTERO;ECUADOR
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO ESTE;3 DE JULIO;10/12/2014;6:10;Asesinatos;33;MASCULINO;CASADO;ECUADOR
ZONA 5;LOS_RIOS;SAN_JACINTO_DE_BUENA_FE;BUENA FE;PATRICIA PILAR;13/12/2014;8:40;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;RIOBAMBA;LICTO;10/12/2014;14:00;Asesinatos;18;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;CORDERO CRESPO;14/12/2014;4:10;Asesinatos;18;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;CISNE;14/12/2014;3:00;Homicidios;28;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;BASTION POPULAR NORTE;13/12/2014;18:15;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;SUR;UNION DE BANANEROS;13/12/2014;19:30;Asesinatos;25;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;VALENCIA;BUENA FE;EL VERGEL SUR;12/12/2014;8:30;Asesinatos;30;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;VALENCIA;BUENA FE;EL VERGEL SUR;12/12/2014;8:30;Asesinatos;48;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;EL_TRIUNFO;EL TRIUNFO BUCAY;EL TRIUNFO ESTE;13/12/2014;13:00;Sicariatos;68;MASCULINO;VIUDO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;PASCUALES;14/12/2014;0:40;Asesinatos;28;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;PARAISO LA FLOR;14/12/2014;20:00;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;ESTEROS;14/12/2014;20:30;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;FLORIDA;MAPASINGUE;18/12/2014;19:00;Sicariatos;36;MASCULINO;CASADO;ECUADOR
ZONA 5;GUAYAS;EL_TRIUNFO;EL TRIUNFO BUCAY;EL TRIUNFO CENTRO;15/12/2014;18:40;Sicariatos;19;MASCULINO;SOLTERO;ECUADOR
ZONA 1;SUCUMBIOS;PUTUMAYO;PUTUMAYO;PUERTO DEL CARMEN;18/12/2014;20:50;Asesinatos;23;FEMENINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;QUITUMBE;ECUATORIANA;19/12/2014;5:30;Homicidios;24;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;MACHALA;MACHALA;19 DE NOVIEMBRE;19/12/2014;15:43;Homicidios;41;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;CHALA;20/12/2014;5:00;Homicidios;21;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;TUMBACO;TUMBACO SUR;20/12/2014;23:30;Homicidios;26;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;SANTA_ROSA;SANTA ROSA;SANTA ROSA ESTE;21/12/2014;1:00;Asesinatos;27;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;TRINITARIA NORTE;21/12/2014;4:30;Homicidios;20;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;MACHALA;MACHALA;RAYITO DE LUZ;21/12/2014;4:00;Femicidios;23;FEMENINO;CASADO;ECUADOR
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;UNIVERSIDAD;21/12/2014;10:00;Asesinatos;32;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;EL_EMPALME;EL EMPALME;EMPALME CENTRO;21/12/2014;4:00;Asesinatos;23;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;VALENCIA;BUENA FE;LA NUEVA UNION;20/12/2014;18:00;Femicidios;25;FEMENINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;MODELO;ATARAZANA;22/12/2014;17:00;Asesinatos;52;FEMENINO;CASADO;ECUADOR
ZONA 1;SUCUMBIOS;PUTUMAYO;PUTUMAYO;PUERTO DEL CARMEN;23/12/2014;21:30;Femicidios;32;FEMENINO;CASADO;ECUADOR
ZONA 1;SUCUMBIOS;GONZALO_PIZARRO;SUCUMBIOS;LUMBAQUI;24/12/2014;1:00;Asesinatos;18;FEMENINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;QUITUMBE;GUAMANI;24/12/2014;19:00;Homicidios;54;MASCULINO;CASADO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;BASTION POPULAR NORTE;13/12/2014;15:00;Homicidios;31;MASCULINO;SOLTERO;ECUADOR
ZONA 1;IMBABURA;IBARRA;CIUDAD BLANCA;AMAZONAS;25/12/2014;9:30;Homicidios;37;MASCULINO;DIVORCIADO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;CORDERO CRESPO;25/12/2014;6:00;Asesinatos;19;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;CALDERON;GUAYLLABAMBA;26/12/2014;0:30;Homicidios;20;MASCULINO;SOLTERO;ECUADOR
ZONA 3;TUNGURAHUA;PATATE;PATATE;PATATE;25/12/2014;16:00;Homicidios;43;MASCULINO;DIVORCIADO;ECUADOR
ZONA 5;GUAYAS;SANTA_LUCIA;DAULE;SANTA LUCIA;25/12/2014;19:30;Asesinatos;42;FEMENINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;QUITUMBE;ECUATORIANA;27/12/2014;3:00;Homicidios;25;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;CARONDELET;27/12/2014;20:00;Asesinatos;38;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;GALO PLAZA;27/12/2014;16:00;Asesinatos;17;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;TABIAZO;28/12/2014;1:30;Asesinatos;63;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;DURAN;DURAN;RECREO;27/12/2014;10:00;Homicidios;24;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;MANUELA SAENZ;PANECILLO;27/12/2014;22:50;Asesinatos;36;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;DURAN;DURAN;RECREO;27/12/2014;21:30;Asesinatos;34;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;NUEVA PROSPERINA;25/12/2014;23:00;Asesinatos;38;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PROGRESO;PROGRESO;27/12/2014;15:30;Homicidios;25;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;7 DE OCTUBRE;28/12/2014;7:20;Asesinatos;10;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;TERMINAL DE BOMBEO;28/12/2014;2:00;Asesinatos;47;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;QUITUMBE;LAS CUADRAS;08/12/2014;12:00;Homicidios;29;FEMENINO;SOLTERO;ECUADOR
ZONA 4;MANABI;MANTA;MANTA;CENTRO;28/12/2014;14:00;Asesinatos;62;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;SUR;FLORESTA;28/12/2014;14:40;Asesinatos;16;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;BELLAVISTA NORTE;28/12/2014;22:00;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;SUBURBIO;28/12/2014;20:08;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;EL DORADO;28/12/2014;23:00;Homicidios;69;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;PORTOVIEJO;PORTOVIEJO;PORTOVIEJO;28/12/2014;3:50;Asesinatos;23;MASCULINO;SOLTERO;ECUADOR
ZONA 6;CANAR;LA_TRONCAL;LA TRONCAL;TRONCAL CENTRO;29/12/2014;12:50;Asesinatos;50;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;PLAYAS;PLAYAS;ENGABAO;25/12/2014;23:59;Asesinatos;38;MASCULINO;SOLTERO;ECUADOR
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO ESTE;3 DE JULIO;29/12/2014;0:00;Homicidios;49;MASCULINO;SOLTERO;ECUADOR
ZONA 1;IMBABURA;PIMAMPIRO;CIUDAD BLANCA;PIMAMPIRO;31/12/2014;23:00;Asesinatos;2;FEMENINO;SOLTERO;ECUADOR
ZONA 1;IMBABURA;PIMAMPIRO;CIUDAD BLANCA;PIMAMPIRO;31/12/2014;2:45;Asesinatos;4;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;SAN_JACINTO_DE_YAGUACHI;YAGUACHI;VIRGEN DE FATIMA;31/12/2014;9:31;Asesinatos;17;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;TOSAGUA;ROCAFUERTE;JUNCO;31/12/2014;5:45;Homicidios;45;MASCULINO;CASADO;ECUADOR
ZONA 6;AZUAY;CUENCA;CUENCA SUR;HUAYNA CAPAC;31/12/2014;7:00;Homicidios;2;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;SUR;FLORESTA;31/12/2014;14:30;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;PLAYAS;PLAYAS;ENGABAO;31/12/2014;6:14;Asesinatos;35;MASCULINO;CASADO;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;QUININDE;VICHE;30/12/2014;22:00;Asesinatos;20;MASCULINO;UNION LIBRE;ECUADOR
ZONA 5;GUAYAS;BALAO;NARANJAL BALAO;SAN CARLOS;30/12/2014;20:00;Asesinatos;18;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;ARENILLAS;HUAQUILLAS;PALMALES;26/11/2014;19:09;Asesinatos;32;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;ARENILLAS;HUAQUILLAS;PALMALES;26/11/2014;19:09;Asesinatos;43;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;LA MERCED;09/10/2014;1:50;Homicidios;51;MASCULINO;CASADO;ECUADOR
ZONA 1;IMBABURA;IBARRA;CIUDAD BLANCA;CARANQUIS;27/02/2014;6:00;Homicidios;18;FEMENINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;HUAQUILLAS;HUAQUILLAS;UNION LOJANA;07/12/2014;2:30;Homicidios;21;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;ARENILLAS;HUAQUILLAS;PALMALES;21/12/2014;2:45;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;LAS_LAJAS;HUAQUILLAS;LA VICTORIA;27/12/2014;20:00;Asesinatos;29;FEMENINO;SOLTERO;ECUADOR
ZONA 4;MANABI;PEDERNALES;PEDERNALES;PEDERNALES NORTE;04/12/2014;13:00;Asesinatos;18;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;PEDERNALES;PEDERNALES;PEDERNALES NORTE;04/12/2014;13:30;Asesinatos;30;MASCULINO;CASADO;ECUADOR
ZONA 2;NAPO;TENA;TENA;AHUANO;29/11/2014;7:00;Asesinatos;;MASCULINO;NO DETERMINADO;ECUADOR
ZONA 4;MANABI;CHONE;CHONE;SANTA RITA;15/12/2014;8:00;Asesinatos;50;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;PEDERNALES;PEDERNALES;COJIMIES;25/12/2014;4:00;Asesinatos;23;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;MANTA;MANTA;CENTRO;27/12/2014;16:10;Homicidios;64;MASCULINO;CASADO;ECUADOR
ZONA 2;ORELLANA;PUERTO_FRANCISCO_DE_ORELLANA;ORELLANA LORETO;COCA OCCIDENTE;30/12/2014;22:30;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;LA_CONCORDIA;LA CONCORDIA;MONTE REY;23/12/2014;23:30;Asesinatos;;MASCULINO;NO DETERMINADO;ECUADOR
ZONA 7;EL_ORO;HUAQUILLAS;HUAQUILLAS;HUALTACO;31/12/2014;19:45;Sicariatos;30;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;EL_TRIUNFO;EL TRIUNFO BUCAY;EL TRIUNFO ESTE;31/12/2014;15:30;Sicariatos;30;MASCULINO;CASADO;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;AMBATO SUR;HUACHI GRANDE;19/10/2014;14:30;Asesinatos;43;MASCULINO;SOLTERO;ECUADOR
ZONA 5;SANTA_ELENA;LA_LIBERTAD;LIBERTAD SALINAS;ENRIQUEZ GALLO;18/12/2014;2:30;Homicidios;28;MASCULINO;UNION LIBRE;ECUADOR
ZONA 9;PICHINCHA;QUITO;QUITUMBE;TURUBAMBA;27/03/2014;17:40;Homicidios;8;FEMENINO;SOLTERO;ECUADOR
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO ESTE;BOLIVAR;24/03/2014;10:00;Homicidios;28;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;PEDERNALES;PEDERNALES;PEDERNALES NORTE;24/03/2014;23:00;Homicidios;21;FEMENINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;CALDERON;OYACOTO;23/02/2014;20:00;Homicidios;46;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;EL CALZADO;25/04/2014;8:00;Homicidios;32;MASCULINO;CASADO;ECUADOR
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;BARRIO NUEVO;03/12/2014;16:00;Femicidios;37;FEMENINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;HUAQUILLAS;HUAQUILLAS;UNION LOJANA;25/05/2014;3:30;Asesinatos;32;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;HUAQUILLAS;HUAQUILLAS;UNION LOJANA;11/06/2014;5:00;Homicidios;37;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;HUAQUILLAS;HUAQUILLAS;HUALTACO;24/10/2014;20:15;Asesinatos;37;MASCULINO;SOLTERO;ECUADOR
